Id,Sales_Price,Baths,Land_size,Beds,House_size,Location
2273,14000000,2,8,3,1542,"Piliyandala,Colombo"
2274,25500000,4,7,4,2645,"Piliyandala,Colombo"
2275,25500000,4,7,4,2895,"Piliyandala,Colombo"
2276,33000000,4,10,4,3142,"Piliyandala,Colombo"
2277,24800000,4,6,4,2895,"Piliyandala,Colombo"
2278,19500000,3,15,3,2150,"Negombo,Gampaha"
2279,6000000,1,22,4,2000,"GalleCity,Galle"
2280,16000000,1,15,3,1000,"GalleCity,Galle"
2281,55800000,2,62,4,2500,"GalleCity,Galle"
2282,8000000,1,16,4,1500,"GalleCity,Galle"
2283,30500000,4,8,4,3500,"Piliyandala,Colombo"
2284,6500000,2,4,4,1000,"Wellampitiya,Colombo"
2285,9900000,1,10,3,1425,"Negombo,Gampaha"
2286,26500000,3,10.5,4,3100,"Negombo,Gampaha"
2287,95000000,5,11,5,7200,"Colombo5,Colombo"
2288,12500000,2,7.1,3,1275,"Kadawatha,Gampaha"
2289,29500000,2,15,4,1800,"Malabe,Colombo"
2290,65000000,3,12.5,3,7200,"Dehiwala,Colombo"
2291,14000000,1,16.5,3,1800,"Hanwella,Colombo"
2292,27500000,3,6.3,5,2700,"Athurugiriya,Colombo"
2293,29000000,4,7.5,5,3600,"Malabe,Colombo"
2294,33500000,5,8,4,4500,"Malabe,Colombo"
2295,140000000,5,16,5,6000,"Kotte,Colombo"
2296,110000000,3,21.5,4,4500,"Nugegoda,Colombo"
2297,47500000,4,10,5,4500,"Nugegoda,Colombo"
2298,65000000,7,19.75,7,3800,"Boralesgamuwa,Colombo"
2299,52000000,4,13,5,3500,"Nugegoda,Colombo"
2300,49500000,4,10,4,4200,"Pannipitiya,Colombo"
2301,23500000,1,29,3,1350,"Negombo,Gampaha"
2302,49500000,4,10,4,4200,"Talawatugoda,Colombo"
2303,29500000,3,20,4,2500,"Negombo,Gampaha"
2304,26500000,3,10.5,4,3157,"Negombo,Gampaha"
2305,48000000,4,10.9,4,2750,"Talawatugoda,Colombo"
2306,27000000,3,7.5,5,2700,"Piliyandala,Colombo"
2307,79000000,4,16,4,3800,"Battaramulla,Colombo"
2308,34500000,2,10,3,2200,"Wattala,Gampaha"
2309,29500000,2,10,3,1600,"Kandana,Gampaha"
2310,49500000,4,10.15,4,2675,"Malabe,Colombo"
2311,28000000,3,17.5,4,2700,"Kadawatha,Gampaha"
2312,23500000,2,12.5,4,3450,"Kadawatha,Gampaha"
2313,11500000,2,10.8,3,1100,"Kadawatha,Gampaha"
2314,29500000,2,15.8,4,2100,"Kadawatha,Gampaha"
2315,28000000,3,10.75,3,2800,"Kadawatha,Gampaha"
2316,35000000,2,15.5,4,2200,"Kadawatha,Gampaha"
2317,12500000,2,6.87,3,1350,"Kadawatha,Gampaha"
2318,21000000,3,10,3,2800,"Kadawatha,Gampaha"
2319,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2320,26500000,3,12.5,4,3000,"Kadawatha,Gampaha"
2321,40000000,3,10,4,3842,"Kadawatha,Gampaha"
2322,17800000,3,6,3,1605,"Kottawa,Colombo"
2323,118000000,2,6.5,3,1150,"Kadawatha,Gampaha"
2324,70000000,4,12.5,6,5000,"Nugegoda,Colombo"
2325,12000000,2,6.7,3,1200,"Kadawatha,Gampaha"
2326,13500000,2,10,4,2750,"Ganemulla,Gampaha"
2327,26000000,2,12.5,3,3000,"Kadawatha,Gampaha"
2328,13500000,2,60,6,3000,"Hingurakgoda,Polonnaruwa"
2329,27500000,5,7.5,5,2300,"Piliyandala,Colombo"
2330,13000000,1,15,3,1800,"Kadawatha,Gampaha"
2331,47500000,3,7,6,3800,"Dehiwala,Colombo"
2332,17000000,2,13.5,4,2700,"Kadawatha,Gampaha"
2333,32000000,2,3.14,3,2000,"Colombo6,Colombo"
2334,38000000,2,4.9,4,2700,"Dehiwala,Colombo"
2335,28000000,2,8,4,2900,"Ja-Ela,Gampaha"
2336,44500000,6,10,4,3750,"Ja-Ela,Gampaha"
2337,45000000,5,11.8,6,4000,"Nugegoda,Colombo"
2338,20500000,3,14,5,3100,"Athurugiriya,Colombo"
2339,26000000,3,13,4,1500,"Pannipitiya,Colombo"
2340,27000000,3,14,5,3200,"Malabe,Colombo"
2341,34500000,2,12,4,2300,"Kadawatha,Gampaha"
2342,21000000,2,12,3,1864,"Kadawatha,Gampaha"
2343,17800000,3,6.5,3,1880,"Kesbewa,Colombo"
2344,17800000,3,6.5,3,1880,"Kottawa,Colombo"
2345,25000000,4,15.3,5,3527,"Kadawatha,Gampaha"
2346,130000000,3,9.3,6,4000,"Colombo4,Colombo"
2347,37500000,5,9,5,5000,"Boralesgamuwa,Colombo"
2348,32000000,2,9.8,5,2000,"Moratuwa,Colombo"
2349,9900000,1,10,3,1365,"Negombo,Gampaha"
2350,3200000,1,7,2,1300,"Kiribathgoda,Gampaha"
2351,7000000,1,10,2,1550,"Wattala,Gampaha"
2352,11000000,1,10,2,1750,"Malabe,Colombo"
2353,11000000,1,10,2,1750,"Kaduwela,Colombo"
2354,64000000,3,33,6,7500,"Maharagama,Colombo"
2355,43000000,3,14,4,2500,"Dehiwala,Colombo"
2356,16000000,2,9,3,1800,"Kaduwela,Colombo"
2357,85000000,1,880,5,1800,"RatnapuraCity,Ratnapura"
2358,29500000,2,10,3,3500,"Ja-Ela,Gampaha"
2359,26500000,1,10,3,1200,"Nugegoda,Colombo"
2360,35000000,3,34,5,4500,"Angoda,Colombo"
2361,25500000,3,7.5,4,2550,"Piliyandala,Colombo"
2362,80000000,3,20,4,4400,"Kotte,Colombo"
2363,28500000,4,15,4,3000,"Piliyandala,Colombo"
2364,18000000,3,11,3,1742,"Piliyandala,Colombo"
2365,21500000,4,9.5,4,2300,"Piliyandala,Colombo"
2366,27000000,2,10,4,3000,"Ja-Ela,Gampaha"
2367,23500000,3,7,5,3250,"Piliyandala,Colombo"
2368,25500000,5,7,4,2500,"Piliyandala,Colombo"
2369,13800000,2,10,3,1850,"Homagama,Colombo"
2370,49800000,2,27,5,3000,"GampahaCity,Gampaha"
2371,27000000,3,7.5,5,2700,"Kottawa,Colombo"
2372,35000000,2,12,3,2600,"Ja-Ela,Gampaha"
2373,17500000,2,7.5,4,2100,"Ja-Ela,Gampaha"
2374,15900000,2,10,3,1730,"Homagama,Colombo"
2375,29800000,2,48.5,5,3200,"Ja-Ela,Gampaha"
2376,23000000,5,12,9,5000,"Moratuwa,Colombo"
2377,17800000,2,10,4,1410,"Ja-Ela,Gampaha"
2378,55000000,3,12.5,4,2000,"Ratmalana,Colombo"
2379,28500000,4,10,6,4800,"Kesbewa,Colombo"
2380,28500000,4,6,6,1500,"Kolonnawa,Colombo"
2381,12500000,1,13,3,2500,"Moratuwa,Colombo"
2382,45000000,4,10.5,5,2580,"Kohuwala,Colombo"
2383,20000000,2,9,4,2300,"Ja-Ela,Gampaha"
2384,25000000,2,6.1,4,2300,"Kottawa,Colombo"
2385,21000000,2,12,3,1874,"GampahaCity,Gampaha"
2386,20000000,3,8,3,2100,"Kottawa,Colombo"
2387,11000000,1,9,2,600,"Kottawa,Colombo"
2388,188000000,3,8.5,4,2600,"Ja-Ela,Gampaha"
2389,6500000,1,2.5,3,800,"Kolonnawa,Colombo"
2390,18000000,2,8,3,1800,"Piliyandala,Colombo"
2391,9700000,1,6,3,1200,"Piliyandala,Colombo"
2392,26500000,3,10.5,4,3100,"Negombo,Gampaha"
2393,9800000,1,10,1,2000,"Homagama,Colombo"
2394,8000000,1,56,2,1000,"Horana,Kalutara"
2395,27500000,2,16.5,5,3800,"Ja-Ela,Gampaha"
2396,13000000,1,15,3,3700,"KurunegalaCity,Kurunegala"
2397,26000000,2,10.5,4,4000,"Ja-Ela,Gampaha"
2398,35000000,2,13.5,4,2650,"Ja-Ela,Gampaha"
2399,45000000,3,6.8,6,2572,"Dehiwala,Colombo"
2400,3500000,1,30,2,1000,"Matugama,Kalutara"
2401,8500000,1,276,3,3500,"Veyangoda,Gampaha"
2402,6000000,1,15,3,2500,"Veyangoda,Gampaha"
2403,37500000,2,9.25,5,2150,"Kotte,Colombo"
2404,27000000,3,7.5,5,3014,"Piliyandala,Colombo"
2405,27500000,2,11.2,5,2400,"Maharagama,Colombo"
2406,3550000,1,2500,3,15,"GampahaCity,Gampaha"
2407,56500000,4,16.8,9,5500,"Nittambuwa,Gampaha"
2408,18000000,2,9.17,4,2200,"Ja-Ela,Gampaha"
2409,2950000,1,10,3,2500,"Veyangoda,Gampaha"
2410,42000000,3,18.9,6,3700,"Moratuwa,Colombo"
2411,6500000,1,80,5,2500,"Nittambuwa,Gampaha"
2412,34000000,4,10,4,4400,"Piliyandala,Colombo"
2413,9000000,1,80,2,2500,"Nittambuwa,Gampaha"
2414,9000000,1,10,2,900,"KandyCity,Kandy"
2415,24800000,4,6.5,4,2508,"Piliyandala,Colombo"
2416,95000000,3,10,4,3000,"Battaramulla,Colombo"
2417,9900000,1,10,3,1365,"Negombo,Gampaha"
2418,165000000,4,25.5,5,4000,"Colombo8,Colombo"
2419,24800000,4,6,4,3000,"Piliyandala,Colombo"
2420,90000000,2,58.35,3,3200,"Kelaniya,Gampaha"
2421,4650000,1,9.5,3,9.5,"Dankotuwa,Puttalam"
2422,85000000,4,11,5,4250,"Talawatugoda,Colombo"
2423,14800000,1,6.8,2,1600,"Malabe,Colombo"
2424,45000000,4,10,4,2800,"Kohuwala,Colombo"
2425,3800000,1,30,2,850,"Baddegama,Galle"
2426,7900000,2,13.5,5,2200,"Narammala,Kurunegala"
2427,32000000,2,14,4,2600,"Angoda,Colombo"
2428,17500000,2,8.08,3,1085,"Digana,Kandy"
2429,27000000,3,7.5,5,2700,"Piliyandala,Colombo"
2430,9000000,1,12,3,1500,"Ganemulla,Gampaha"
2431,7000888,1,13,3,2000,"Kundasale,Kandy"
2432,11000000,2,15.5,3,2000,"Padukka,Colombo"
2433,18500000,4,10,6,2800,"Homagama,Colombo"
2434,9500000,1,15,2,1600,"Embilipitiya,Ratnapura"
2435,34000000,4,8.5,4,3450,"Piliyandala,Colombo"
2436,6000000,1,22.5,3,2000,"AnuradhapuraCity,Anuradhapura"
2437,46500000,4,28,4,3850,"Piliyandala,Colombo"
2438,14000000,2,10,3,1500,"Piliyandala,Colombo"
2439,56016000,3,15.56,4,3000,"MountLavinia,Colombo"
2440,29500000,3,20,4,2500,"Negombo,Gampaha"
2441,15500000,1,6.7,3,1300,"Malabe,Colombo"
2442,79000000,6,16,7,3800,"Talawatugoda,Colombo"
2443,40300000,1,10.77,3,2932.13,"Kolonnawa,Colombo"
2444,25500000,4,6,4,2865,"Piliyandala,Colombo"
2445,25500000,4,7,4,2875,"Piliyandala,Colombo"
2446,17000000,2,10.6,3,2500,"Malabe,Colombo"
2447,27000000,4,19,4,2865,"Piliyandala,Colombo"
2448,27000000,4,10,5,3145,"Piliyandala,Colombo"
2449,4500000,1,15.19,3,450,"MataraCity,Matara"
2450,57500000,7,10,8,4580,"Dehiwala,Colombo"
2451,2500000,1,6.5,3,1100,"Ganemulla,Gampaha"
2452,37000000,4,7,6,2750,"Nugegoda,Colombo"
2453,40000000,2,7,3,3300,"Talawatugoda,Colombo"
2454,49500000,4,10,4,4200,"Talawatugoda,Colombo"
2455,13000000,2,11,4,2100,"Negombo,Gampaha"
2456,110000000,3,50,4,3000,"Talawatugoda,Colombo"
2457,24800000,3,6,4,2400,"Kesbewa,Colombo"
2458,22500000,3,8.5,4,2750,"Piliyandala,Colombo"
2459,65000000,3,16.6,4,5500,"Katugastota,Kandy"
2460,26500000,3,6.5,4,2800,"Malabe,Colombo"
2461,25500000,4,7.5,4,3214,"Piliyandala,Colombo"
2462,36000000,4,10,4,3200,"Malabe,Colombo"
2463,28500000,4,7.5,4,2864,"Piliyandala,Colombo"
2464,65000000,4,12.5,5,4000,"Malabe,Colombo"
2465,27000000,3,7.5,5,3052,"Piliyandala,Colombo"
2466,135000000,5,65,5,5600,"Malabe,Colombo"
2467,37500000,3,9,5,3100,"Malabe,Colombo"
2468,7500000,2,3.25,3,1000,"Wellampitiya,Colombo"
2469,48000000,3,10.12,4,2675,"Malabe,Colombo"
2470,20000000,2,22,5,3000,"Ambalangoda,Galle"
2471,36700000,5,11.5,5,3500,"Piliyandala,Colombo"
2472,9000000,2,3,2,800,"Colombo9,Colombo"
2473,85000000,4,16,4,3500,"Battaramulla,Colombo"
2474,15000000,1,14.3,2,3893,"Angoda,Colombo"
2475,33000000,4,8,4,3000,"Kottawa,Colombo"
2476,29500000,3,8,4,4000,"Kottawa,Colombo"
2477,29500000,3,12,4,3000,"Kottawa,Colombo"
2478,27000000,3,7,4,2400,"Kottawa,Colombo"
2479,21500000,4,9,4,2250,"Piliyandala,Colombo"
2480,12500000,2,30,2,1300,"KandyCity,Kandy"
2481,65000000,3,8,4,3000,"Nugegoda,Colombo"
2482,21000000,3,8,4,2900,"Kottawa,Colombo"
2483,4500000,1,5.5,2,1500,"Kolonnawa,Colombo"
2484,30000000,3,7,4,2800,"Battaramulla,Colombo"
2485,27500000,4,8.5,5,3200,"Piliyandala,Colombo"
2486,175000000,3,26,5,4000,"Colombo8,Colombo"
2487,13000000,2,11,4,2400,"Negombo,Gampaha"
2488,12000000,1,10,3,1300,"Bandarawela,Badulla"
2489,33500000,4,16.2,6,3600,"Kottawa,Colombo"
2490,20500000,2,10,3,1600,"Negombo,Gampaha"
2491,24800000,3,6,4,2400,"Piliyandala,Colombo"
2492,25500000,3,7.5,4,2550,"Piliyandala,Colombo"
2493,28500000,4,15,4,3000,"Piliyandala,Colombo"
2494,17800000,3,6,3,1650,"Kottawa,Colombo"
2495,21500000,4,9.5,4,2300,"Piliyandala,Colombo"
2496,23500000,3,8,3,1800,"Piliyandala,Colombo"
2497,26000000,3,7,4,2400,"Piliyandala,Colombo"
2498,13000000,1,12.5,4,3403.13,"Athurugiriya,Colombo"
2499,5700000,1,5,3,1088,"Mawanella,Kegalle"
2500,26500000,3,7.5,4,2000,"Ja-Ela,Gampaha"
2501,14500000,3,8.25,3,1280,"Piliyandala,Colombo"
2502,22000000,2,15.4,4,3000,"Piliyandala,Colombo"
2503,18500000,2,10,3,1200,"Piliyandala,Colombo"
2504,40000000,4,10,4,3100,"Piliyandala,Colombo"
2505,23500000,3,7,5,3250,"Piliyandala,Colombo"
2506,14000000,3,12,3,1200,"Piliyandala,Colombo"
2507,12500000,1,7,3,740,"KandyCity,Kandy"
2508,35000000,3,19,4,3000,"Piliyandala,Colombo"
2509,19500000,3,6.5,4,2000,"Piliyandala,Colombo"
2510,33000000,3,12.6,4,2500,"Piliyandala,Colombo"
2511,39500000,2,10,4,2600,"Malabe,Colombo"
2512,30500000,4,8,5,3700,"Piliyandala,Colombo"
2513,25500000,5,7,4,2500,"Piliyandala,Colombo"
2514,23500000,3,7,4,2400,"Malabe,Colombo"
2515,24800000,4,6.5,4,2592,"Piliyandala,Colombo"
2516,18500000,3,6.5,3,1850,"Piliyandala,Colombo"
2517,33000000,4,10,4,4400,"Piliyandala,Colombo"
2518,24000000,3,8,3,2700,"Kottawa,Colombo"
2519,25500000,3,6.2,5,2600,"Piliyandala,Colombo"
2520,29000000,3,8.12,5,3800,"Boralesgamuwa,Colombo"
2521,48500000,4,14,6,3000,"Piliyandala,Colombo"
2522,26000000,3,8.5,4,2500,"Piliyandala,Colombo"
2523,19000000,2,5.92,3,1700,"Dehiwala,Colombo"
2524,35000000,3,6,5,2400,"Dehiwala,Colombo"
2525,19500000,3,15,3,2150,"Negombo,Gampaha"
2526,13000000,2,11,4,2750,"Negombo,Gampaha"
2527,19500000,2,12.5,3,1700,"Negombo,Gampaha"
2528,16000000,3,9,3,1658,"Piliyandala,Colombo"
2529,76500000,5,15.3,8,4000,"Dehiwala,Colombo"
2530,32500000,3,18,5,3000,"Boralesgamuwa,Colombo"
2531,24800000,3,6,4,2900,"Piliyandala,Colombo"
2532,26000000,4,8,4,2875,"Piliyandala,Colombo"
2533,27000000,4,7.5,4,2985,"Pannipitiya,Colombo"
2534,36700000,5,11.5,5,3985,"Kottawa,Colombo"
2535,27000000,4,7.5,4,2865,"Kottawa,Colombo"
2536,25500000,4,7.5,4,2985,"Piliyandala,Colombo"
2537,14000000,2,8,3,1542,"Piliyandala,Colombo"
2538,25500000,5,7.5,4,2963,"Piliyandala,Colombo"
2539,21500000,3,9.5,3,2745,"Piliyandala,Colombo"
2540,27000000,4,7.5,4,2875,"Piliyandala,Colombo"
2541,110000000,4,50.17,4,4000,"Talawatugoda,Colombo"
2542,42500000,3,11,4,3300,"Talawatugoda,Colombo"
2543,3000000,1,38,3,1200,"Embilipitiya,Ratnapura"
2544,21500000,4,9,4,2874,"Piliyandala,Colombo"
2545,28000000,4,10,4,2987,"Piliyandala,Colombo"
2546,28500000,4,7.5,4,2941,"Piliyandala,Colombo"
2547,24800000,4,6,4,2875,"Piliyandala,Colombo"
2548,18500000,3,8,3,1745,"Piliyandala,Colombo"
2549,36700000,4,11.5,5,3988,"Piliyandala,Colombo"
2550,36000000,2,12.5,4,2718,"Athurugiriya,Colombo"
2551,41500000,5,20,7,4200,"Ratmalana,Colombo"
2552,45000000,4,6.9,5,1780,"Wattala,Gampaha"
2553,53000000,4,20.2,4,4200,"MountLavinia,Colombo"
2554,32000000,1,15,2,2500,"Kiribathgoda,Gampaha"
2555,49500000,4,10,4,4200,"Talawatugoda,Colombo"
2556,27000000,3,10.5,4,3000,"Malabe,Colombo"
2557,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2558,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2559,47000000,5,14.7,4,4500,"Negombo,Gampaha"
2560,200000000,4,12.65,4,3000,"Colombo7,Colombo"
2561,17000000,2,11,3,1550,"Negombo,Gampaha"
2562,27500000,1,2,5,3000,"Horana,Kalutara"
2563,29500000,3,20,4,2500,"Negombo,Gampaha"
2564,20500000,2,10,3,1610,"Negombo,Gampaha"
2565,4500000,2,40,4,2000,"Matugama,Kalutara"
2566,24800000,3,6,4,2900,"Piliyandala,Colombo"
2567,13000000,2,11,4,2100,"Negombo,Gampaha"
2568,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2569,28000000,4,12.9,5,2500,"Colombo3,Colombo"
2570,9900000,1,10,3,1365,"Negombo,Gampaha"
2571,3250000,1,15,2,750,"KandyCity,Kandy"
2572,190000000,8,20.5,8,10000,"Colombo3,Colombo"
2573,6500000,1,7.5,2,900,"Piliyandala,Colombo"
2574,33000000,4,10,4,4200,"Piliyandala,Colombo"
2575,100000000,4,10,4,40000,"Talawatugoda,Colombo"
2576,100000000,3,22.5,4,4500,"Kotte,Colombo"
2577,15800000,2,10,3,1600,"Homagama,Colombo"
2578,210000000,4,8.7,4,4500,"Colombo7,Colombo"
2579,90000000,3,10,4,3000,"Kotte,Colombo"
2580,120000000,4,9.8,4,3000,"Colombo5,Colombo"
2581,37000000,3,10,4,2660,"KandyCity,Kandy"
2582,26500000,3,10.5,4,3100,"Negombo,Gampaha"
2583,16000000,1,16,2,850,"KurunegalaCity,Kurunegala"
2584,33000000,4,7,4,2650,"Nugegoda,Colombo"
2585,55000000,3,26,5,4500,"KandyCity,Kandy"
2586,9900000,1,10,3,1425,"Negombo,Gampaha"
2587,20500000,2,10,3,1580,"Negombo,Gampaha"
2588,55000000,5,6,5,1800,"Dehiwala,Colombo"
2589,40000000,2,7,3,3300,"Talawatugoda,Colombo"
2590,55000000,4,17.8,5,3000,"Talawatugoda,Colombo"
2591,31750000,2,13.5,4,2200,"Ja-Ela,Gampaha"
2592,12500000,1,12.5,4,1580,"Athurugiriya,Colombo"
2593,55000000,3,10,4,4000,"Malabe,Colombo"
2594,12500000,1,12.5,4,1580,"Kottawa,Colombo"
2595,38000000,5,6.5,6,1700,"Dehiwala,Colombo"
2596,23500000,3,7,4,2380,"Malabe,Colombo"
2597,23500000,3,6.5,4,2380,"Malabe,Colombo"
2598,28500000,4,6.5,4,2480,"Malabe,Colombo"
2599,15000000,1,6,3,1200,"Athurugiriya,Colombo"
2600,39500000,4,9,6,5000,"Nugegoda,Colombo"
2601,47500000,5,10,7,5000,"Dehiwala,Colombo"
2602,8500000,1,3.5,4,1000,"MountLavinia,Colombo"
2603,5500000,1,10,3,1500,"Kaduwela,Colombo"
2604,45000000,2,13.7,3,2000,"Battaramulla,Colombo"
2605,15500000,1,4.25,2,1200,"GampahaCity,Gampaha"
2606,34000000,4,16,6,3500,"Kottawa,Colombo"
2607,8000000,2,7.05,3,1200,"Piliyandala,Colombo"
2608,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2609,4700000,1,3,2,817,"Colombo15,Colombo"
2610,19000000,1,28.5,3,1563,"Kiribathgoda,Gampaha"
2611,4000000,1,20,4,2000,"Pilimatalawa,Kandy"
2612,20500000,2,10,3,1600,"Negombo,Gampaha"
2613,140000000,4,69,5,5000,"Battaramulla,Colombo"
2614,36000000,5,11.5,5,3741,"Piliyandala,Colombo"
2615,50000000,5,13.5,5,4000,"RatnapuraCity,Ratnapura"
2616,17000000,2,6.01,5,1600,"Panadura,Kalutara"
2617,17800000,3,6,3,1605,"Kesbewa,Colombo"
2618,27000000,4,19,4,2865,"Piliyandala,Colombo"
2619,27000000,4,10,5,2896,"Piliyandala,Colombo"
2620,27000000,1,20,4,1625,"Kesbewa,Colombo"
2621,6500000,1,16.5,2,3600,"BatticaloaCity,Batticaloa"
2622,25000000,3,10,3,2200,"Athurugiriya,Colombo"
2623,12000000,1,21.5,3,1700,"Homagama,Colombo"
2624,17800000,3,6,3,1605,"Piliyandala,Colombo"
2625,17800000,3,6,3,1605,"Kottawa,Colombo"
2626,125000000,3,30,4,3500,"Dehiwala,Colombo"
2627,22000000,1,9.8,3,1635,"Pannipitiya,Colombo"
2628,9500000,2,3,2,1000,"Wellampitiya,Colombo"
2629,120000000,4,17.4,4,4000,"Battaramulla,Colombo"
2630,80000000,3,17.2,4,2500,"Kotte,Colombo"
2631,22000000,3,8,3,2000,"Homagama,Colombo"
2632,180000000,5,8.5,5,4600,"Colombo5,Colombo"
2633,28000000,4,10,4,2800,"Athurugiriya,Colombo"
2634,6000000,1,21,2,1650,"Kadugannawa,Kandy"
2635,29500000,3,20,4,3500,"Negombo,Gampaha"
2636,17500000,3,10,5,2500,"Athurugiriya,Colombo"
2637,29000000,4,10.5,4,2600,"Athurugiriya,Colombo"
2638,25500000,4,7.5,4,2896,"Piliyandala,Colombo"
2639,33000000,4,10,4,2875,"Piliyandala,Colombo"
2640,2550000,1,23.5,2,2500,"Nittambuwa,Gampaha"
2641,221000000,4,17,7,4000,"Colombo7,Colombo"
2642,16000000,3,30,,3500,"Nittambuwa,Gampaha"
2643,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2644,2500000,1,15,2,1500,"Nittambuwa,Gampaha"
2645,16000000,1,27,5,2500,"Seeduwa,Gampaha"
2646,14500000,2,12.3,3,1000,"Pannipitiya,Colombo"
2647,13000000,1,11,2,1200,"Kadawatha,Gampaha"
2648,50000000,4,11.6,5,3500,"Maharagama,Colombo"
2649,7500000,1,10,3,1500,"Ganemulla,Gampaha"
2650,19500000,2,12.5,3,2000,"Negombo,Gampaha"
2651,17800000,3,6,3,1700,"Kottawa,Colombo"
2652,29500000,3,20,4,2500,"Negombo,Gampaha"
2653,34850000,3,6.7,3,2517,"Boralesgamuwa,Colombo"
2654,9900000,1,10,3,1350,"Negombo,Gampaha"
2655,23500000,3,7,5,3250,"Piliyandala,Colombo"
2656,23000000,3,8,3,1800,"Piliyandala,Colombo"
2657,21500000,4,9.5,4,2300,"Piliyandala,Colombo"
2658,3600000,1,20,3,2000,"Embilipitiya,Ratnapura"
2659,15900000,1,8.8,2,1650,"Moratuwa,Colombo"
2660,28500000,4,15,4,3000,"Piliyandala,Colombo"
2661,50000000,1,12.1,2,2500,"MountLavinia,Colombo"
2662,24800000,3,6,4,2400,"Piliyandala,Colombo"
2663,21500000,4,9,4,2506,"Piliyandala,Colombo"
2664,15000000,2,4.5,4,1800,"Wellampitiya,Colombo"
2665,27500000,4,7.5,5,2300,"Piliyandala,Colombo"
2666,25500000,4,7.5,4,2550,"Piliyandala,Colombo"
2667,16500000,2,7,4,1600,"MataraCity,Matara"
2668,33000000,4,10,4,3500,"Piliyandala,Colombo"
2669,42500000,5,10,5,3900,"Battaramulla,Colombo"
2670,47500000,4,14.5,5,4000,"Talawatugoda,Colombo"
2671,60000000,4,15,4,4000,"Talawatugoda,Colombo"
2672,45000000,4,11,5,4500,"Talawatugoda,Colombo"
2673,18500000,2,18,4,2500,"KurunegalaCity,Kurunegala"
2674,110000000,3,50,4,4000,"Talawatugoda,Colombo"
2675,49500000,4,11,4,4200,"Talawatugoda,Colombo"
2676,40000000,2,7,3,3300,"Talawatugoda,Colombo"
2677,13000000,2,11,4,2100,"Negombo,Gampaha"
2678,28500000,2,12,2,2000,"Battaramulla,Colombo"
2679,7800000,4,11.3,4,1300,"KalutaraCity,Kalutara"
2680,52500000,4,12,5,3000,"Colombo4,Colombo"
2681,27500000,3,6,4,2450,"Ragama,Gampaha"
2682,5500000,1,2.5,2,800,"Wellampitiya,Colombo"
2683,21500000,4,9,4,2600,"Piliyandala,Colombo"
2684,46000000,3,82.8,4,4000,"Divulapitiya,Gampaha"
2685,46500000,4,28,4,3850,"Piliyandala,Colombo"
2686,28500000,4,8.5,5,2595,"Piliyandala,Colombo"
2687,80000002,4,17.9,5,3000.03,"Ratmalana,Colombo"
2688,9000000,1,20,2,1500,"MataraCity,Matara"
2689,26500000,3,10.5,4,3150,"Negombo,Gampaha"
2690,44000000,4,7.7,4,3500,"Talawatugoda,Colombo"
2691,24800000,4,6,4,2500,"Piliyandala,Colombo"
2692,14000000,2,10,3,1350,"Athurugiriya,Colombo"
2693,49500000,4,10,4,4000,"Talawatugoda,Colombo"
2694,42500000,5,13.2,8,5100,"Nugegoda,Colombo"
2695,14500000,2,26,4,1500,"Kaduwela,Colombo"
2696,18000000,3,15,4,2000,"Delgoda,Gampaha"
2697,25500000,5,7,4,2986,"Piliyandala,Colombo"
2698,33500000,5,16,6,3000,"Kottawa,Colombo"
2699,21500000,4,9,4,2963,"Piliyandala,Colombo"
2700,60000000,4,15,4,3000,"Talawatugoda,Colombo"
2701,14000000,2,12,4,2200,"Homagama,Colombo"
2702,17500000,3,10,5,2500,"Kottawa,Colombo"
2703,17500000,4,7.5,4,1800,"Kottawa,Colombo"
2704,38500000,4,14,4,3000,"Maharagama,Colombo"
2705,17500000,2,13,4,1830,"Kottawa,Colombo"
2706,29500000,4,13,6,3800,"Kottawa,Colombo"
2707,12300000,2,6.8,2,1280,"Kesbewa,Colombo"
2708,26000000,3,20,4,4100,"Kadawatha,Gampaha"
2709,22500000,2,20,7,2500,"KurunegalaCity,Kurunegala"
2710,17900000,3,11,3,1600,"Kottawa,Colombo"
2711,14500000,3,6,3,1200,"Athurugiriya,Colombo"
2712,16500000,2,7.5,3,1500,"Athurugiriya,Colombo"
2713,22000000,4,6,5,2067,"Athurugiriya,Colombo"
2714,20500000,3,6.5,3,2000,"Athurugiriya,Colombo"
2715,68000000,3,25,4,3665,"Pannipitiya,Colombo"
2716,19500000,2,12.5,3,1700,"Negombo,Gampaha"
2717,150000000,4,14,6,3812,"MannarCity,Mannar"
2718,31500000,4,13.2,4,2100,"Negombo,Gampaha"
2719,64000000,7,23.5,,8500,"Rajagiriya,Colombo"
2720,9400000,2,3,2,800,"Wellampitiya,Colombo"
2721,110000000,3,50.2,4,3000,"Talawatugoda,Colombo"
2722,53000000,4,16,4,3000,"Talawatugoda,Colombo"
2723,40000000,2,7,3,3300,"Talawatugoda,Colombo"
2724,18000000,3,11,4,2700,"Maharagama,Colombo"
2725,5800000,1,6,2,900,"Kesbewa,Colombo"
